"","qser_no","survey_year","ID","k_group","problem","relationship","gender","age","edu","education","work","marstat","children","livstat","livwhere","meet","tele","adl_who_help","iadl_who_help"
"5112","B1531",2007,"B1531_91","B1531_1",0,91,2,66,6,6,3,1,99,0,0,0,0,73,34
"5113","B1534",2007,"B1534_91","B1534_1",0,91,2,45,14,16,1,1,99,0,0,0,0,88,41
"5114","B1555",2007,"B1555_91","B1555_1",0,91,2,60,6,6,3,1,99,0,0,0,0,88,41
"5115","B1572",2007,"B1572_91","B1572_1",0,91,2,51,9,9,1,5,99,0,0,0,0,88,43
"5116","B158",2007,"B158_91","B158_1",0,91,2,47,16,16,1,1,99,0,0,0,0,88,41
"5117","B1618",2007,"B1618_91","B1618_1",0,91,2,57,6,6,1,1,99,0,0,0,0,88,9
"5118","B1762",2007,"B1762_91","B1762_1",0,91,2,56,14,16,3,1,99,0,0,0,0,2,43
"5119","B1776",2007,"B1776_91","B1776_1",0,91,2,53,9,9,3,1,99,0,0,0,0,88,23
"5120","B1810",2007,"B1810_91","B1810_1",0,91,2,58,12,12,1,1,99,0,0,0,0,88,9
"5121","B1846",2007,"B1846_91","B1846_1",0,91,2,47,12,12,1,1,99,0,0,0,0,88,41
"5122","B1864",2007,"B1864_91","B1864_1",0,91,2,47,6,6,1,1,99,0,0,0,0,88,1
"5123","B1897",2007,"B1897_92","B1897_1",0,92,2,41,9,9,1,1,99,0,0,0,0,88,1
"5124","B1973",2007,"B1973_91","B1973_1",0,91,2,41,12,12,1,1,99,0,0,0,0,88,41
"5125","B2062",2007,"B2062_91","B2062_1",0,91,2,49,12,12,1,1,99,0,0,0,0,88,41
"5126","B2078",2007,"B2078_91","B2078_1",0,91,2,54,12,12,1,1,99,0,0,0,0,88,9
"5127","B216",2007,"B216_91","B216_1",0,91,2,49,16,16,1,1,99,0,0,0,0,88,34
"5128","B2193",2007,"B2193_91","B2193_1",0,91,2,56,6,6,3,1,99,0,0,0,0,88,41
"5129","B2199",2007,"B2199_91","B2199_1",0,91,2,65,0,0,3,1,99,0,0,0,0,73,31
"5130","B2232",2007,"B2232_91","B2232_1",0,91,2,60,6,6,3,1,99,0,0,0,0,91,43
"5131","B2243",2007,"B2243_91","B2243_1",0,91,2,53,6,6,3,1,99,0,0,0,0,88,43
"5132","B2244",2007,"B2244_91","B2244_1",0,91,2,63,0,0,3,1,99,0,0,0,0,88,43
"5133","B2344",2007,"B2344_91","B2344_1",0,91,2,51,9,9,1,1,99,0,0,0,0,88,9
"5134","B2349",2007,"B2349_91","B2349_1",0,91,2,50,12,12,1,1,99,0,0,0,0,88,9
"5135","B2351",2007,"B2351_91","B2351_1",0,91,2,50,9,9,3,1,99,0,0,0,0,88,43
"5136","B2384",2007,"B2384_93","B2384_1",0,93,2,46,9,9,4,1,99,0,0,0,0,88,45
"5137","B242",2007,"B242_91","B242_1",0,91,2,55,6,6,1,1,99,0,0,0,0,88,43
"5138","B2464",2007,"B2464_91","B2464_1",0,91,2,65,6,6,1,1,99,0,0,0,0,88,41
"5139","B2501",2007,"B2501_91","B2501_1",0,91,2,49,9,9,3,1,99,0,0,0,0,88,9
"5140","B2550",2007,"B2550_91","B2550_1",0,91,2,59,6,6,3,1,99,0,0,0,0,88,41
"5141","B2645",2007,"B2645_93","B2645_1",0,93,2,48,9,9,1,1,99,0,0,0,0,88,41
"5142","B2663",2007,"B2663_91","B2663_1",0,91,2,56,6,6,3,1,99,0,0,0,0,88,43
"5143","B2740",2007,"B2740_91","B2740_1",0,91,2,55,6,6,1,1,99,0,0,0,0,88,1
"5144","B2774",2007,"B2774_91","B2774_1",0,91,2,51,6,6,3,1,99,0,0,0,0,88,41
"5145","B2780",2007,"B2780_91","B2780_1",0,91,2,48,12,12,1,1,99,0,0,0,0,88,41
"5146","B2811",2007,"B2811_91","B2811_1",0,91,2,57,12,12,1,1,99,0,0,0,0,52,28
"5147","B2815",2007,"B2815_91","B2815_1",0,91,2,44,6,6,3,1,99,0,0,0,0,37,15
"5148","B2850",2007,"B2850_91","B2850_1",0,91,2,58,6,6,1,5,99,0,0,0,0,2,1
"5149","B30",2007,"B30_91","B30_1",0,91,2,53,17,17,1,1,99,0,0,0,0,88,1
"5150","B3066",2007,"B3066_92","B3066_2",0,92,2,98,6,6,3,1,99,0,0,0,0,88,41
"5151","B3110",2007,"B3110_92","B3110_1",0,92,2,53,12,12,3,1,99,0,0,0,0,88,41
"5152","B3129",2007,"B3129_91","B3129_1",0,91,2,49,9,9,1,1,99,0,0,0,0,0,28
"5153","B3140",2007,"B3140_91","B3140_1",0,91,2,40,12,12,1,1,99,0,0,0,0,88,41
"5154","B320",2007,"B320_91","B320_1",0,91,2,47,12,12,1,1,99,0,0,0,0,88,28
"5155","B3218",2007,"B3218_91","B3218_1",0,91,2,48,9,9,3,1,99,0,0,0,0,88,1
"5156","B3385",2007,"B3385_91","B3385_1",0,91,2,47,9,9,1,1,99,0,0,0,0,91,43
"5157","B3401",2007,"B3401_92","B3401_1",0,92,2,50,12,12,1,1,99,0,0,0,0,88,9
"5158","B3405",2007,"B3405_91","B3405_1",0,91,2,50,9,9,1,1,99,0,0,0,0,88,31
"5159","B3508",2007,"B3508_91","B3508_1",0,91,2,45,12,12,1,1,99,0,0,0,0,42,19
"5160","B3555",2007,"B3555_91","B3555_1",0,91,2,53,12,12,1,1,99,0,0,0,0,88,41
"5161","B3583",2007,"B3583_91","B3583_1",0,91,2,60,6,6,1,1,99,0,0,0,0,88,41
"5162","B3603",2007,"B3603_91","B3603_1",0,91,2,50,14,16,1,1,99,0,0,0,0,88,34
"5163","B3613",2007,"B3613_91","B3613_1",0,91,2,50,17,17,1,1,99,0,0,0,0,88,41
"5164","B3620",2007,"B3620_91","B3620_1",0,91,2,53,12,12,3,1,99,0,0,0,0,88,43
"5165","B3870",2007,"B3870_91","B3870_1",0,91,2,36,12,12,1,1,99,0,0,0,0,88,43
"5166","B398",2007,"B398_91","B398_1",0,91,2,50,12,12,1,1,99,0,0,0,0,88,43
"5167","B4038",2007,"B4038_91","B4038_2",0,91,2,38,9,9,3,1,99,0,0,0,0,88,9
"5168","B582",2007,"B582_91","B582_1",0,91,2,48,12,12,1,1,99,0,0,0,0,88,28
"5169","B729",2007,"B729_91","B729_1",0,91,2,49,12,12,3,1,99,0,0,0,0,88,43
"5170","B742",2007,"B742_92","B742_1",0,92,2,57,9,9,3,1,99,0,0,0,0,92,44
"5171","B798",2007,"B798_91","B798_1",0,91,2,49,14,16,1,1,99,0,0,0,0,88,34
"5172","B1047",2007,"B1047_92","B1047_1",0,92,2,42,12,12,1,1,99,0,0,0,0,88,1
"5173","B1050",2007,"B1050_91","B1050_1",0,91,2,52,6,6,1,1,99,0,0,0,0,91,43
"5174","B1619",2007,"B1619_93","B1619_1",0,93,2,35,14,16,1,1,99,0,0,0,0,73,34
"5175","B1620",2007,"B1620_93","B1620_1",0,93,2,35,14,16,1,1,99,0,0,0,0,88,34
"5176","B204",2007,"B204_91","B204_1",0,91,2,47,16,16,3,1,99,0,0,0,0,88,41
"5177","B2615",2007,"B2615_91","B2615_1",0,91,2,52,9,9,3,1,99,0,0,0,0,88,9
"5178","B273",2007,"B273_91","B273_1",0,91,2,67,12,12,3,1,99,0,0,0,0,88,43
"5179","B3554",2007,"B3554_91","B3554_1",0,91,2,52,6,6,1,1,99,0,0,0,0,88,41
"5180","B1720",2007,"B1720_91","B1720_2",0,91,2,48,9,9,1,1,99,0,0,0,0,91,43
"5181","B2871",2007,"B2871_91","B2871_1",0,91,2,50,0,0,1,1,99,0,0,0,0,88,27
"5182","B1072",2007,"B1072_91","B1072_1",0,91,2,55,9,9,3,1,99,0,0,0,0,88,43
"5183","B2446",1993,"B2446_91","B2446_1",0,96,2,40,9,9,1,5,4,0,0,0,0,88,88
"5184","B3576",1993,"B3576_91","B3576_1",0,96,2,37,17,17,1,1,3,0,0,0,0,88,88
"5185","B3577",1993,"B3577_91","B3577_1",0,96,2,37,17,17,1,1,3,0,0,0,0,88,88
"5186","B635",1993,"B635_91","B635_1",0,96,2,39,12,12,1,5,2,0,0,0,0,88,88
"5187","B1027",1993,"B1027_91","B1027_1",0,96,2,43,9,9,4,1,3,0,0,0,0,88,88
"5188","B1047",1993,"B1047_92","B1047_2",0,96,2,36,16,16,4,1,2,0,0,0,0,88,88
"5189","B1048",1993,"B1048_91","B1048_1",0,96,2,46,17,17,1,1,2,0,0,0,0,88,88
"5190","B1050",1993,"B1050_91","B1050_1",0,96,2,43,6,6,7,1,2,0,0,0,0,88,88
"5191","B1069",1993,"B1069_91","B1069_1",0,96,2,36,9,9,4,1,3,0,0,0,0,88,40
"5192","B107",1993,"B107_91","B107_1",0,96,2,36,12,12,4,1,3,0,0,0,0,88,88
"5193","B1072",1993,"B1072_91","B1072_1",0,96,2,41,9,9,1,1,4,0,0,0,0,88,88
"5194","B1078",1993,"B1078_91","B1078_1",0,96,2,35,12,12,1,1,2,0,0,0,0,88,2
"5195","B1094",1993,"B1094_91","B1094_1",0,96,2,22,6,6,1,1,3,0,0,0,0,88,88
"5196","B1121",1993,"B1121_91","B1121_1",0,96,2,48,6,6,7,1,3,0,0,0,0,88,88
"5197","B1129",1993,"B1129_91","B1129_1",0,96,2,46,6,6,4,1,2,0,0,0,0,88,88
"5198","B1141",1993,"B1141_91","B1141_1",0,96,2,50,6,6,7,1,4,0,0,0,0,88,88
"5199","B1173",1993,"B1173_91","B1173_1",0,96,2,41,12,12,1,1,3,0,0,0,0,88,2
"5200","B1200",1993,"B1200_91","B1200_1",0,96,2,36,9,9,4,1,4,0,0,0,0,88,2
"5201","B1207",1993,"B1207_91","B1207_1",0,96,2,40,12,12,4,1,2,0,0,0,0,88,88
"5202","B1208",1993,"B1208_91","B1208_1",0,96,2,40,12,12,4,1,2,0,0,0,0,88,88
"5203","B1217",1993,"B1217_91","B1217_1",0,96,2,45,6,6,4,1,7,0,0,0,0,88,88
"5204","B1229",1993,"B1229_91","B1229_1",0,96,2,35,6,6,1,1,3,0,0,0,0,88,88
"5205","B1237",1993,"B1237_91","B1237_1",0,96,2,49,6,6,1,1,5,0,0,0,0,88,40
"5206","B1247",1993,"B1247_91","B1247_1",0,96,2,41,6,6,4,1,3,0,0,0,0,88,40
"5207","B1257",1993,"B1257_91","B1257_1",0,96,2,55,6,6,4,1,5,0,0,0,0,88,88
"5208","B1264",1993,"B1264_91","B1264_1",0,96,2,58,6,6,4,1,5,0,0,0,0,88,40
"5209","B129",1993,"B129_91","B129_1",0,96,2,37,9,9,4,1,1,0,0,0,0,88,88
"5210","B1310",1993,"B1310_91","B1310_1",0,96,2,45,6,6,4,1,3,0,0,0,0,88,88
"5211","B1330",1993,"B1330_91","B1330_1",0,96,2,52,12,12,1,1,4,0,0,0,0,88,88
"5212","B1340",1993,"B1340_91","B1340_1",0,96,2,33,17,17,4,1,0,0,0,0,0,88,88
"5213","B1341",1993,"B1341_91","B1341_1",0,96,2,38,17,17,1,1,2,0,0,0,0,88,88
"5214","B1379",1993,"B1379_91","B1379_1",0,96,2,39,6,6,4,1,3,0,0,0,0,88,88
"5215","B1397",1993,"B1397_91","B1397_1",0,96,2,51,17,17,1,1,4,0,0,0,0,88,88
"5216","B1406",1993,"B1406_91","B1406_1",0,96,2,57,6,6,4,1,3,0,0,0,0,88,88
"5217","B1464",1993,"B1464_91","B1464_1",0,96,2,37,6,6,1,1,2,0,0,0,0,88,88
"5218","B1493",1993,"B1493_91","B1493_1",0,96,2,47,6,6,4,1,4,0,0,0,0,88,88
"5219","B1499",1993,"B1499_91","B1499_1",0,96,2,38,6,6,1,1,5,0,0,0,0,88,88
"5220","B1531",1993,"B1531_91","B1531_1",0,96,2,52,6,6,4,1,5,0,0,0,0,88,88
"5221","B1534",1993,"B1534_91","B1534_1",0,96,2,33,16,16,4,1,3,0,0,0,0,88,88
"5222","B1537",1993,"B1537_91","B1537_1",0,96,2,55,6,6,4,1,4,0,0,0,0,88,88
"5223","B1555",1993,"B1555_91","B1555_1",0,96,2,48,6,6,4,1,3,0,0,0,0,88,88
"5224","B1572",1993,"B1572_91","B1572_1",0,96,2,37,9,9,1,1,1,0,0,0,0,88,40
"5225","B158",1993,"B158_91","B158_1",0,96,2,36,17,17,1,1,1,0,0,0,0,88,88
"5226","B1618",1993,"B1618_91","B1618_1",0,96,2,40,6,6,1,1,3,0,0,0,0,88,88
"5227","B1621",1993,"B1621_91","B1621_1",0,96,2,38,12,12,1,1,3,0,0,0,0,88,88
"5228","B163",1993,"B163_91","B163_1",0,96,2,42,17,17,1,1,2,0,0,0,0,88,88
"5229","B1647",1993,"B1647_91","B1647_1",0,96,2,43,6,6,1,1,1,0,0,0,0,88,88
"5230","B17",1993,"B17_91","B17_1",0,96,2,40,6,6,4,1,4,0,0,0,0,88,88
"5231","B1701",1993,"B1701_91","B1701_1",0,96,2,34,9,9,1,1,2,0,0,0,0,88,88
"5232","B1728",1993,"B1728_91","B1728_1",0,96,2,29,12,12,1,1,3,0,0,0,0,88,88
"5233","B1733",1993,"B1733_91","B1733_1",0,96,2,43,9,9,4,1,5,0,0,0,0,88,40
"5234","B1748",1993,"B1748_91","B1748_1",0,96,2,33,12,12,1,1,3,0,0,0,0,88,40
"5235","B1749",1993,"B1749_91","B1749_1",0,96,2,33,12,12,1,1,3,0,0,0,0,88,40
"5236","B1752",1993,"B1752_91","B1752_1",0,96,2,53,17,17,1,1,3,0,0,0,0,88,88
"5237","B1762",1993,"B1762_91","B1762_1",0,96,2,43,16,16,1,1,2,0,0,0,0,88,2
"5238","B1776",1993,"B1776_91","B1776_1",0,96,2,39,6,6,1,1,3,0,0,0,0,88,88
"5239","B1789",1993,"B1789_91","B1789_1",0,96,2,42,12,12,7,1,3,0,0,0,0,88,40
"5240","B180",1993,"B180_91","B180_1",0,96,2,52,9,9,4,1,3,0,0,0,0,88,88
"5241","B1810",1993,"B1810_91","B1810_1",0,96,2,45,9,9,1,1,2,0,0,0,0,88,88
"5242","B1818",1993,"B1818_91","B1818_1",0,96,2,58,90,0,4,1,2,0,0,0,0,88,88
"5243","B1838",1993,"B1838_91","B1838_1",0,96,2,46,6,6,7,1,3,0,0,0,0,88,88
"5244","B1846",1993,"B1846_91","B1846_1",0,96,2,33,12,12,1,1,3,0,0,0,0,88,88
"5245","B1864",1993,"B1864_91","B1864_1",0,96,2,33,6,6,1,1,3,0,0,0,0,88,88
"5246","B1878",1993,"B1878_91","B1878_1",0,96,2,49,6,6,1,1,2,0,0,0,0,88,88
"5247","B1899",1993,"B1899_91","B1899_1",0,96,2,60,6,6,4,1,3,0,0,0,0,88,40
"5248","B194",1993,"B194_91","B194_1",0,96,2,47,6,6,4,1,4,0,0,0,0,88,88
"5249","B1953",1993,"B1953_91","B1953_1",0,96,2,45,6,6,1,1,5,0,0,0,0,88,88
"5250","B1959",1993,"B1959_91","B1959_1",0,96,2,41,6,6,1,1,4,0,0,0,0,88,88
"5251","B1967",1993,"B1967_91","B1967_1",0,96,2,46,6,6,1,1,5,0,0,0,0,88,88
"5252","B1971",1993,"B1971_91","B1971_1",0,96,2,53,0,0,1,1,6,0,0,0,0,88,40
"5253","B1973",1993,"B1973_91","B1973_1",0,96,2,27,12,12,4,1,0,0,0,0,0,88,88
"5254","B2004",1993,"B2004_91","B2004_1",0,96,2,57,6,6,1,1,4,0,0,0,0,88,88
"5255","B2017",1993,"B2017_91","B2017_1",0,96,2,41,9,9,1,1,5,0,0,0,0,88,88
"5256","B202",1993,"B202_91","B202_1",0,96,2,35,12,12,1,1,2,0,0,0,0,88,88
"5257","B2023",1993,"B2023_91","B2023_1",0,96,2,43,6,6,1,1,3,0,0,0,0,88,88
"5258","B204",1993,"B204_91","B204_1",0,96,2,34,17,17,4,1,2,0,0,0,0,88,88
"5259","B2062",1993,"B2062_91","B2062_1",0,96,2,35,12,12,1,1,2,0,0,0,0,88,88
"5260","B2130",1993,"B2130_91","B2130_1",0,96,2,49,6,6,1,1,5,0,0,0,0,88,88
"5261","B2139",1993,"B2139_91","B2139_1",0,96,2,46,6,6,1,1,8,0,0,0,0,88,88
"5262","B214",1993,"B214_91","B214_1",0,96,2,25,16,16,1,1,1,0,0,0,0,88,88
"5263","B2140",1993,"B2140_91","B2140_1",0,96,2,46,6,6,1,1,8,0,0,0,0,88,88
"5264","B2152",1993,"B2152_91","B2152_1",0,96,2,38,6,6,1,1,4,0,0,0,0,88,88
"5265","B216",1993,"B216_91","B216_1",0,96,2,33,16,16,1,1,9,0,0,0,0,88,2
"5266","B2193",1993,"B2193_91","B2193_1",0,96,2,42,9,9,4,1,4,0,0,0,0,88,88
"5267","B2199",1993,"B2199_91","B2199_1",0,96,2,52,0,0,1,1,6,0,0,0,0,88,40
"5268","B22",1993,"B22_91","B22_1",0,96,2,44,9,9,1,1,3,0,0,0,0,88,88
"5269","B2219",1993,"B2219_91","B2219_1",0,96,2,40,6,6,1,1,3,0,0,0,0,88,40
"5270","B2232",1993,"B2232_91","B2232_1",0,96,2,49,6,6,4,1,4,0,0,0,0,40,40
"5271","B2243",1993,"B2243_91","B2243_1",0,96,2,39,6,6,4,1,6,0,0,0,0,88,88
"5272","B2244",1993,"B2244_91","B2244_1",0,96,2,50,0,0,1,1,2,0,0,0,0,88,88
"5273","B2267",1993,"B2267_91","B2267_1",0,96,2,37,9,9,4,1,2,0,0,0,0,88,88
"5274","B2320",1993,"B2320_91","B2320_1",0,96,2,55,0,0,1,1,4,0,0,0,0,88,88
"5275","B2335",1993,"B2335_91","B2335_1",0,96,2,36,16,16,1,1,2,0,0,0,0,88,2
"5276","B2344",1993,"B2344_91","B2344_1",0,96,2,38,6,6,1,1,4,0,0,0,0,88,40
"5277","B2349",1993,"B2349_91","B2349_1",0,96,2,35,12,12,1,1,3,0,0,0,0,88,2
"5278","B2351",1993,"B2351_91","B2351_1",0,96,2,37,12,12,1,1,2,0,0,0,0,88,40
"5279","B2379",1993,"B2379_91","B2379_1",0,96,2,40,6,6,1,1,0,0,0,0,0,88,40
"5280","B2384",1993,"B2384_91","B2384_1",0,96,2,31,9,9,1,1,3,0,0,0,0,88,40
"5281","B242",1993,"B242_91","B242_1",0,96,2,40,6,6,2,1,8,0,0,0,0,88,88
"5282","B2451",1993,"B2451_91","B2451_1",0,96,2,38,12,12,4,1,4,0,0,0,0,88,88
"5283","B2467",1993,"B2467_91","B2467_1",0,96,2,49,6,6,4,1,4,0,0,0,0,88,88
"5284","B2470",1993,"B2470_91","B2470_1",0,96,2,54,6,6,4,1,6,0,0,0,0,88,88
"5285","B2486",1993,"B2486_91","B2486_1",0,96,2,33,9,9,7,1,3,0,0,0,0,88,88
"5286","B2501",1993,"B2501_91","B2501_1",0,96,2,34,9,9,4,1,3,0,0,0,0,88,40
"5287","B2547",1993,"B2547_91","B2547_1",0,96,2,35,6,6,4,1,3,0,0,0,0,88,88
"5288","B2550",1993,"B2550_91","B2550_1",0,96,2,45,9,9,4,1,3,0,0,0,0,88,88
"5289","B2590",1993,"B2590_91","B2590_1",0,96,2,50,90,0,1,1,9,0,0,0,0,88,40
"5290","B2608",1993,"B2608_91","B2608_1",0,96,2,45,6,6,1,1,9,0,0,0,0,88,40
"5291","B2615",1993,"B2615_91","B2615_1",0,96,2,38,6,6,4,1,9,0,0,0,0,88,40
"5292","B2619",1993,"B2619_91","B2619_1",0,96,2,50,6,6,1,1,9,0,0,0,0,88,40
"5293","B2663",1993,"B2663_91","B2663_1",0,96,2,42,6,6,1,1,4,0,0,0,0,88,88
"5294","B2691",1993,"B2691_91","B2691_1",0,96,2,46,16,16,4,1,2,0,0,0,0,88,88
"5295","B2724",1993,"B2724_91","B2724_1",0,96,2,41,6,6,4,1,6,0,0,0,0,40,40
"5296","B273",1993,"B273_91","B273_1",0,96,2,52,12,12,4,1,3,0,0,0,0,88,88
"5297","B2740",1993,"B2740_91","B2740_1",0,96,2,41,6,6,1,1,9,0,0,0,0,88,40
"5298","B2747",1993,"B2747_91","B2747_1",0,96,2,47,6,6,1,1,5,0,0,0,0,88,88
"5299","B2758",1993,"B2758_91","B2758_1",0,96,2,39,9,9,1,1,3,0,0,0,0,88,88
"5300","B2774",1993,"B2774_91","B2774_1",0,96,2,37,6,6,4,1,5,0,0,0,0,88,88
"5301","B2780",1993,"B2780_91","B2780_1",0,96,2,34,12,12,1,1,4,0,0,0,0,88,88
"5302","B2782",1993,"B2782_91","B2782_1",0,96,2,35,6,6,1,1,4,0,0,0,0,88,2
"5303","B2811",1993,"B2811_91","B2811_1",0,96,2,42,12,12,4,1,3,0,0,0,0,88,88
"5304","B2815",1993,"B2815_91","B2815_1",0,96,2,31,6,6,4,1,2,0,0,0,0,88,88
"5305","B2850",1993,"B2850_91","B2850_1",0,96,2,44,6,6,1,1,4,0,0,0,0,88,88
"5306","B2871",1993,"B2871_91","B2871_1",0,96,2,34,0,0,1,1,4,0,0,0,0,88,88
"5307","B2908",1993,"B2908_91","B2908_1",0,96,2,34,9,9,4,1,4,0,0,0,0,88,88
"5308","B2919",1993,"B2919_91","B2919_1",0,96,2,46,6,6,1,1,2,0,0,0,0,88,88
"5309","B2928",1993,"B2928_91","B2928_1",0,96,2,51,0,0,4,1,4,0,0,0,0,88,88
"5310","B30",1993,"B30_91","B30_1",0,96,2,40,17,17,1,1,2,0,0,0,0,88,88
"5311","B3012",1993,"B3012_91","B3012_1",0,96,2,42,0,0,4,1,3,0,0,0,0,88,2
"5312","B3045",1993,"B3045_91","B3045_1",0,96,2,34,6,6,1,1,3,0,0,0,0,88,40
"5313","B3066",1993,"B3066_92","B3066_2",0,96,2,38,6,6,4,1,3,0,0,0,0,88,40
"5314","B3129",1993,"B3129_91","B3129_1",0,96,2,38,9,9,1,1,3,0,0,0,0,88,88
"5315","B313",1993,"B313_91","B313_1",0,96,2,56,6,6,4,1,1,0,0,0,0,88,88
"5316","B3140",1993,"B3140_91","B3140_1",0,96,2,25,12,12,1,1,1,0,0,0,0,88,88
"5317","B320",1993,"B320_91","B320_1",0,96,2,34,12,12,1,1,2,0,0,0,0,88,88
"5318","B321",1993,"B321_91","B321_1",0,96,2,41,6,6,1,1,3,0,0,0,0,88,88
"5319","B3216",1993,"B3216_91","B3216_1",0,96,2,23,12,12,4,1,1,0,0,0,0,88,40
"5320","B3218",1993,"B3218_91","B3218_1",0,96,2,35,9,9,4,1,5,0,0,0,0,88,40
"5321","B3222",1993,"B3222_92","B3222_2",0,96,2,26,12,12,1,1,2,0,0,0,0,88,88
"5322","B3266",1993,"B3266_91","B3266_1",0,96,2,29,9,9,1,1,2,0,0,0,0,88,88
"5323","B3385",1993,"B3385_91","B3385_1",0,96,2,33,9,9,1,1,3,0,0,0,0,88,88
"5324","B3401",1993,"B3401_91","B3401_1",0,96,2,38,12,12,4,1,2,0,0,0,0,88,88
"5325","B3405",1993,"B3405_91","B3405_1",0,96,2,36,9,9,4,1,4,0,0,0,0,88,88
"5326","B3411",1993,"B3411_91","B3411_1",0,96,2,39,16,16,7,1,3,0,0,0,0,88,88
"5327","B3459",1993,"B3459_91","B3459_1",0,96,2,33,9,9,1,1,1,0,0,0,0,88,88
"5328","B3508",1993,"B3508_91","B3508_1",0,96,2,31,12,12,1,1,3,0,0,0,0,88,88
"5329","B3555",1993,"B3555_91","B3555_1",0,96,2,39,12,12,4,1,3,0,0,0,0,88,88
"5330","B3583",1993,"B3583_91","B3583_1",0,96,2,47,6,6,1,1,3,0,0,0,0,88,88
"5331","B3584",1993,"B3584_91","B3584_1",0,96,2,43,12,12,1,1,4,0,0,0,0,88,88
"5332","B3587",1993,"B3587_91","B3587_1",0,96,2,41,6,6,1,1,3,0,0,0,0,88,88
"5333","B3592",1993,"B3592_91","B3592_1",0,96,2,62,6,6,4,1,3,0,0,0,0,40,40
"5334","B3603",1993,"B3603_91","B3603_1",0,96,2,37,17,17,1,1,3,0,0,0,0,88,88
"5335","B3613",1993,"B3613_91","B3613_1",0,96,2,37,16,16,1,1,1,0,0,0,0,88,40
"5336","B3620",1993,"B3620_91","B3620_1",0,96,2,40,12,12,1,1,5,0,0,0,0,88,40
"5337","B3676",1993,"B3676_91","B3676_1",0,96,2,42,6,6,1,1,4,0,0,0,0,88,40
"5338","B3691",1993,"B3691_91","B3691_1",0,96,2,37,12,12,4,1,2,0,0,0,0,88,2
"5339","B3725",1993,"B3725_92","B3725_2",0,96,2,34,9,9,4,1,3,0,0,0,0,88,88
"5340","B3741",1993,"B3741_91","B3741_1",0,96,2,38,12,12,1,1,3,0,0,0,0,88,88
"5341","B3761",1993,"B3761_91","B3761_1",0,96,2,44,6,6,4,1,3,0,0,0,0,88,88
"5342","B3851",1993,"B3851_91","B3851_1",0,96,2,47,6,6,1,1,4,0,0,0,0,88,40
"5343","B3870",1993,"B3870_91","B3870_1",0,96,2,23,12,12,1,1,2,0,0,0,0,88,88
"5344","B3905",1993,"B3905_91","B3905_1",0,96,2,37,9,9,4,1,5,0,0,0,0,88,40
"5345","B3919",1993,"B3919_91","B3919_1",0,96,2,30,12,12,4,1,2,0,0,0,0,88,40
"5346","B398",1993,"B398_91","B398_1",0,96,2,37,12,12,1,1,3,0,0,0,0,88,88
"5347","B3989",1993,"B3989_91","B3989_1",0,96,2,33,9,9,4,1,3,0,0,0,0,88,88
"5348","B40",1993,"B40_91","B40_1",0,96,2,43,16,16,1,1,2,0,0,0,0,88,88
"5349","B4029",1993,"B4029_91","B4029_1",0,96,2,65,0,0,4,1,6,0,0,0,0,88,40
"5350","B4039",1993,"B4039_91","B4039_1",0,96,2,49,6,6,7,1,2,0,0,0,0,88,40
"5351","B439",1993,"B439_91","B439_1",0,96,2,54,6,6,1,1,4,0,0,0,0,88,88
"5352","B445",1993,"B445_91","B445_1",0,96,2,42,12,12,1,1,1,0,0,0,0,88,88
"5353","B475",1993,"B475_91","B475_1",0,96,2,39,12,12,4,1,3,0,0,0,0,88,88
"5354","B496",1993,"B496_91","B496_1",0,96,2,31,16,16,1,1,2,0,0,0,0,88,88
"5355","B573",1993,"B573_91","B573_1",0,96,2,49,6,6,4,1,4,0,0,0,0,88,88
"5356","B582",1993,"B582_91","B582_1",0,96,2,35,12,12,1,1,1,0,0,0,0,88,88
"5357","B585",1993,"B585_91","B585_1",0,96,2,36,17,17,1,1,1,0,0,0,0,88,88
"5358","B600",1993,"B600_91","B600_1",0,96,2,46,6,6,4,1,4,0,0,0,0,88,88
"5359","B627",1993,"B627_91","B627_1",0,96,2,33,17,17,1,1,2,0,0,0,0,88,88
"5360","B690",1993,"B690_91","B690_1",0,96,2,36,12,12,4,1,4,0,0,0,0,88,88
"5361","B700",1993,"B700_91","B700_1",0,96,2,44,6,6,4,1,2,0,0,0,0,88,88
"5362","B728",1993,"B728_91","B728_1",0,96,2,29,16,16,1,1,1,0,0,0,0,88,88
"5363","B729",1993,"B729_91","B729_1",0,96,2,34,12,12,4,1,2,0,0,0,0,88,88
"5364","B770",1993,"B770_91","B770_1",0,96,2,43,12,12,1,1,3,0,0,0,0,88,88
"5365","B790",1993,"B790_91","B790_1",0,96,2,51,6,6,1,1,4,0,0,0,0,88,88
"5366","B798",1993,"B798_91","B798_1",0,96,2,34,16,16,1,1,3,0,0,0,0,88,88
"5367","B815",1993,"B815_91","B815_1",0,96,2,35,9,9,4,1,3,0,0,0,0,88,88
"5368","B837",1993,"B837_91","B837_1",0,96,2,51,12,12,1,1,2,0,0,0,0,88,88
"5369","B847",1993,"B847_91","B847_1",0,96,2,39,16,16,1,1,2,0,0,0,0,88,88
"5370","B875",1993,"B875_91","B875_1",0,96,2,49,6,6,4,1,3,0,0,0,0,88,88
"5371","B926",1993,"B926_91","B926_1",0,96,2,43,9,9,4,1,3,0,0,0,0,88,88
