"","qser_no","survey_year","ID","k_group","problem","relationship","gender","age","edu","education","work","marstat","children","livstat","livwhere","meet","tele","adl_who_help","iadl_who_help"
"729","A620",1996,"A620_92",NA,0,92,2,38,12,12,4,1,2,0,0,0,0,88,92
"730","A627",1996,"A627_92",NA,0,92,2,30,12,12,1,1,1,0,0,0,0,88,88
"731","A628",1996,"A628_91",NA,0,91,2,37,6,6,4,1,3,0,0,0,0,88,88
"732","A629",1996,"A629_91",NA,0,91,2,23,9,9,4,1,2,0,0,0,0,88,88
"733","A632",1996,"A632_91",NA,0,91,2,36,16,16,1,1,2,0,0,0,0,88,2
"734","A636",1996,"A636_91",NA,0,91,2,31,9,9,4,1,3,0,0,0,0,88,88
"735","A641",1996,"A641_92",NA,0,92,2,28,16,16,1,1,1,0,0,0,0,88,88
"736","A644",1996,"A644_91",NA,0,91,2,28,9,9,4,1,0,0,0,0,0,88,88
"737","A648",1996,"A648_91",NA,0,91,2,30,14,16,4,1,0,3,4,3,2,88,88
"738","A652",1996,"A652_91",NA,0,91,2,42,16,16,1,1,2,0,0,0,0,88,88
"739","A654",1996,"A654_91",NA,0,91,2,36,6,6,1,1,3,0,0,0,0,88,91
"740","A658",1996,"A658_92",NA,0,92,2,33,12,12,1,1,2,0,0,0,0,88,88
"741","A659",1996,"A659_92",NA,0,92,2,30,9,9,1,1,1,0,0,0,0,88,88
"742","A670",1996,"A670_91",NA,0,91,2,23,15,16,1,1,0,0,0,0,0,88,88
"743","A676",1996,"A676_92",NA,0,92,2,31,9,9,4,1,3,0,0,0,0,88,88
"744","A685",1996,"A685_92",NA,0,92,2,31,9,9,4,1,2,0,0,0,0,88,88
"745","A688",1996,"A688_92",NA,0,92,2,34,12,12,4,1,3,0,0,0,0,88,88
"746","A695",1996,"A695_91",NA,0,91,2,32,12,12,1,1,2,0,0,0,0,88,88
"747","A70",1996,"A70_94",NA,0,94,2,30,14,16,1,1,2,0,0,0,0,88,88
"748","A709",1996,"A709_93",NA,0,93,2,35,12,12,4,1,1,0,0,0,0,88,38
"749","A71",1996,"A71_91",NA,0,91,2,35,12,12,1,1,1,0,0,0,0,88,46
"750","A710",1996,"A710_92",NA,0,92,2,31,12,12,4,1,1,0,0,0,0,88,88
"751","A723",1996,"A723_92",NA,0,92,2,31,9,9,4,1,2,0,0,0,0,88,88
"752","A727",1996,"A727_91",NA,0,91,2,24,12,12,1,1,0,0,0,0,0,88,88
"753","A730",1996,"A730_93",NA,0,93,2,39,6,6,4,1,2,0,0,0,0,88,88
"754","A731",1996,"A731_93",NA,0,93,2,28,12,12,1,1,1,0,0,0,0,88,88
"755","A734",1996,"A734_91",NA,0,91,2,31,9,9,1,1,1,0,0,0,0,88,88
"756","A741",1996,"A741_92",NA,0,92,2,35,9,9,1,1,3,0,0,0,0,88,88
"757","A750",1996,"A750_91",NA,0,91,2,41,9,9,4,1,1,0,0,0,0,88,91
"758","A760",1996,"A760_91",NA,0,91,2,31,14,16,1,1,2,0,0,0,0,88,88
"759","A763",1996,"A763_91",NA,0,91,2,34,12,12,4,1,2,0,0,0,0,88,88
"760","A765",1996,"A765_91",NA,0,91,2,43,6,6,1,1,3,0,0,0,0,88,46
"761","A770",1996,"A770_91",NA,0,91,2,24,12,12,4,1,1,0,0,0,0,88,88
"762","A772",1996,"A772_91",NA,0,91,2,25,9,9,1,1,2,0,0,0,0,88,88
"763","A776",1996,"A776_91",NA,0,91,2,26,12,12,1,1,0,0,0,0,0,88,88
"764","A777",1996,"A777_91",NA,0,91,2,40,9,9,4,1,3,0,0,0,0,88,91
"765","A791",1996,"A791_92",NA,0,92,2,25,12,12,1,1,1,0,0,0,0,88,88
"766","A792",1996,"A792_91",NA,0,91,2,33,11,12,1,1,3,0,0,0,0,88,88
"767","A794",1996,"A794_91",NA,0,91,2,34,12,12,1,1,2,0,0,0,0,88,88
"768","A799",1996,"A799_91",NA,0,91,2,27,12,12,4,1,1,0,0,0,0,88,88
"769","A801",1996,"A801_91",NA,0,91,2,36,12,12,4,1,3,0,0,0,0,88,88
"770","A806",1996,"A806_92",NA,0,92,2,31,6,6,4,1,2,0,0,0,0,88,92
"771","A810",1996,"A810_91",NA,0,91,2,24,12,12,4,1,2,0,0,0,0,88,88
"772","A813",1996,"A813_91",NA,0,91,2,35,12,12,1,1,2,0,0,0,0,88,31
"773","A817",1996,"A817_91",NA,0,91,2,42,12,12,4,1,1,0,0,0,0,88,31
"774","A837",1996,"A837_91",NA,0,91,2,32,16,16,4,1,0,0,0,0,0,88,88
"775","A840",1996,"A840_91",NA,0,91,2,28,9,9,4,1,1,0,0,0,0,88,88
"776","A843",1996,"A843_91",NA,0,91,2,31,9,9,4,1,3,0,0,0,0,88,88
"777","A847",1996,"A847_92",NA,0,92,2,33,9,9,1,1,2,0,0,0,0,88,88
"778","A850",1996,"A850_91",NA,0,91,2,23,9,9,4,1,3,0,0,0,0,88,88
"779","A859",1996,"A859_91",NA,0,91,2,30,12,12,4,1,2,0,0,0,0,88,88
"780","A865",1996,"A865_91",NA,0,91,2,34,12,12,4,1,3,0,0,0,0,88,91
"781","A866",1996,"A866_91",NA,0,91,2,25,12,12,1,1,0,0,0,0,0,88,88
"782","A878",1996,"A878_92",NA,0,92,2,25,12,12,1,1,0,0,0,0,0,88,88
"783","A879",1996,"A879_91",NA,0,91,2,37,9,9,4,1,3,0,0,0,0,88,88
"784","A887",1996,"A887_92",NA,0,92,2,33,12,12,1,1,2,0,0,0,0,88,88
"785","A888",1996,"A888_92",NA,0,92,2,28,16,16,4,1,1,0,0,0,0,88,88
"786","A895",1996,"A895_91",NA,0,91,2,28,12,12,4,1,2,0,0,0,0,88,88
"787","A90",1996,"A90_91",NA,0,91,2,35,14,16,1,1,2,0,0,0,0,88,31
"788","A907",1996,"A907_92",NA,0,92,2,31,9,9,4,1,3,0,0,0,0,88,88
"789","A927",1996,"A927_92",NA,0,92,2,32,9,9,1,1,4,0,0,0,0,88,2
"790","A930",1996,"A930_91",NA,0,91,2,33,12,12,1,1,2,0,0,0,0,88,88
"791","A943",1996,"A943_92",NA,0,92,2,30,16,16,4,1,1,0,0,0,0,88,88
"792","A950",1996,"A950_92",NA,0,92,2,28,12,12,1,1,3,0,0,0,0,88,88
"793","A952",1996,"A952_95",NA,0,95,2,28,12,12,1,1,1,0,0,0,0,88,88
"794","A953",1996,"A953_91",NA,0,91,2,32,6,6,4,1,4,0,0,0,0,88,88
"795","A955",1996,"A955_91",NA,0,91,2,39,6,6,1,1,4,0,0,0,0,88,88
"796","A957",1996,"A957_91",NA,0,91,2,34,12,12,4,1,3,0,0,0,0,88,88
"797","A96",1996,"A96_91",NA,0,91,2,30,14,16,4,1,3,0,0,0,0,88,88
"798","A963",1996,"A963_91",NA,0,91,2,36,12,12,4,1,3,0,0,0,0,88,91
"799","A967",1996,"A967_91",NA,0,91,2,37,14,16,1,1,2,0,0,0,0,88,88
"800","A969",1996,"A969_91",NA,0,91,2,28,16,16,1,1,1,0,0,0,0,88,88
"801","A972",1996,"A972_92",NA,0,92,2,30,12,12,4,1,3,0,0,0,0,88,92
"802","A973",1996,"A973_94",NA,0,94,2,29,12,12,1,1,3,0,0,0,0,88,88
"803","A974",1996,"A974_91",NA,0,91,2,39,12,12,1,1,2,0,0,0,0,88,88
"804","A980",1996,"A980_91",NA,0,91,2,30,12,12,4,1,2,0,0,0,0,88,88
"805","A982",1996,"A982_91",NA,0,91,2,28,12,12,1,1,2,0,0,0,0,88,88
"806","A983",1996,"A983_93",NA,0,93,2,39,9,9,1,1,2,0,0,0,0,88,88
"807","A99",1996,"A99_91",NA,0,91,2,36,16,16,1,1,2,0,0,0,0,88,88
"808","A1000",1996,"A1000_92",NA,0,92,2,34,12,12,1,1,3,0,0,0,0,88,31
"809","A1031",1996,"A1031_92",NA,0,92,2,28,12,12,1,1,1,0,0,0,0,88,88
"810","A1035",1996,"A1035_93",NA,0,93,2,24,12,12,1,2,1,3,4,5,4,88,88
"811","A1051",1996,"A1051_92",NA,0,92,2,34,12,12,1,1,2,0,0,0,0,88,88
"812","A1056",1996,"A1056_91",NA,0,91,2,37,16,16,1,1,2,0,0,0,0,88,88
"813","A1059",1996,"A1059_91",NA,0,91,2,25,9,9,1,1,0,0,0,0,0,88,88
"814","A1075",1996,"A1075_91",NA,0,91,2,28,12,12,1,1,3,3,4,3,1,88,88
"815","A1082",1996,"A1082_91",NA,0,91,2,31,16,16,1,1,1,0,0,0,0,88,88
"816","A1092",1996,"A1092_91",NA,0,91,2,34,6,6,4,1,2,0,0,0,0,88,88
"817","A1133",1996,"A1133_92",NA,0,92,2,25,12,12,1,1,0,0,0,0,0,88,88
"818","A1205",1996,"A1205_93",NA,0,93,2,38,6,6,1,1,3,0,0,0,0,88,88
"819","A1210",1996,"A1210_91",NA,0,91,2,42,12,12,1,1,1,0,0,0,0,88,2
"820","A1221",1996,"A1221_91",NA,0,91,2,31,12,12,4,1,2,0,0,0,0,88,88
"821","A1236",1996,"A1236_91",NA,0,91,2,31,9,9,4,1,2,0,0,0,0,88,88
"822","A1254",1996,"A1254_91",NA,0,91,2,38,14,16,1,1,2,0,0,0,0,74,74
"823","A1267",1996,"A1267_91",NA,0,91,2,35,9,9,4,1,3,0,0,0,0,88,38
"824","A127",1996,"A127_91",NA,0,91,2,28,16,16,4,1,99,0,0,0,0,88,88
"825","A128",1996,"A128_91",NA,0,91,2,39,12,12,1,1,3,0,0,0,0,88,88
"826","A1295",1996,"A1295_92",NA,0,92,2,38,6,6,4,1,3,0,0,0,0,88,88
"827","A1298",1996,"A1298_91",NA,0,91,2,27,12,12,1,1,1,0,0,0,0,88,88
"828","A1305",1996,"A1305_91",NA,0,91,2,32,16,16,1,1,2,0,0,0,0,88,88
"829","A1334",1996,"A1334_92",NA,0,92,2,29,12,12,4,1,1,0,0,0,0,88,88
"830","A1347",1996,"A1347_91",NA,0,91,2,29,12,12,1,1,1,0,0,0,0,88,88
"831","A1352",1996,"A1352_91",NA,0,91,2,32,12,12,4,1,2,0,0,0,0,88,0
"832","A1378",1996,"A1378_91",NA,0,91,2,33,12,12,4,1,3,0,0,0,0,88,88
"833","A1380",1996,"A1380_93",NA,0,93,2,38,9,9,1,1,2,0,0,0,0,88,88
"834","A1393",1996,"A1393_93",NA,0,93,2,25,12,12,4,1,99,0,0,0,0,88,88
"835","A1395",1996,"A1395_91",NA,0,91,2,99,6,6,1,1,1,0,0,0,0,88,2
"836","A1430",1996,"A1430_92",NA,0,92,2,25,12,12,4,1,1,0,0,0,0,88,88
"837","A1432",1996,"A1432_92",NA,0,92,2,32,9,9,4,1,3,0,0,0,0,88,88
"838","A1449",1996,"A1449_91",NA,0,91,2,31,14,16,4,1,2,0,0,0,0,88,88
"839","A1490",1996,"A1490_91",NA,0,91,2,27,12,12,1,1,0,0,0,0,0,88,88
"840","A1496",1996,"A1496_91",NA,0,91,2,37,6,6,4,1,2,0,0,0,0,88,91
"841","A1526",1996,"A1526_92",NA,0,92,2,26,9,9,1,1,2,0,0,0,0,88,92
"842","A1556",1996,"A1556_92",NA,0,92,2,28,12,12,1,1,4,0,0,0,0,88,88
"843","A157",1996,"A157_92",NA,0,92,2,26,9,9,4,1,2,0,0,0,0,88,88
"844","A1583",1996,"A1583_91",NA,0,91,2,27,16,16,1,1,0,0,0,0,0,88,88
"845","A16",1996,"A16_92",NA,0,92,2,22,12,12,1,1,0,0,0,0,0,88,88
"846","A1614",1996,"A1614_91",NA,0,91,2,28,6,6,4,1,2,0,0,0,0,88,31
"847","A1719",1996,"A1719_91",NA,0,91,2,33,9,9,1,1,2,0,0,0,0,88,88
"848","A1734",1996,"A1734_91",NA,0,91,2,30,9,9,1,1,1,3,4,3,3,88,88
"849","A1775",1996,"A1775_92",NA,0,92,2,20,6,6,4,1,2,3,4,4,3,88,88
"850","A1788",1996,"A1788_92",NA,0,92,2,40,9,9,1,1,1,0,0,0,0,88,88
"851","A18",1996,"A18_93",NA,0,93,2,39,14,16,1,1,2,0,0,0,0,88,88
"852","A1822",1996,"A1822_92",NA,0,92,2,20,6,6,4,1,1,0,0,0,0,88,32
"853","A1835",1996,"A1835_93",NA,0,93,2,29,9,9,4,1,3,0,0,0,0,88,88
"854","A1844",1996,"A1844_93",NA,0,93,2,26,12,12,4,1,1,0,0,0,0,88,38
"855","A1849",1996,"A1849_92",NA,0,92,2,30,12,12,4,1,2,0,0,0,0,88,88
"856","A1860",1996,"A1860_91",NA,0,91,2,28,12,12,4,1,1,0,0,0,0,88,88
"857","A1861",1996,"A1861_91",NA,0,91,2,21,9,9,4,1,3,0,0,0,0,88,2
"858","A1862",1996,"A1862_91",NA,0,91,2,21,9,9,4,1,3,0,0,0,0,88,88
"859","A1877",1996,"A1877_91",NA,0,91,2,29,15,16,1,1,2,0,0,0,0,88,88
"860","A1916",1996,"A1916_92",NA,0,92,2,29,9,9,1,1,1,0,0,0,0,88,88
"861","A1984",1996,"A1984_93",NA,0,93,2,34,9,9,1,1,2,0,0,0,0,88,0
"862","A2049",1996,"A2049_92",NA,0,92,2,25,9,9,5,1,3,0,0,0,0,88,88
"863","A2077",1996,"A2077_91",NA,0,91,2,28,12,12,1,1,3,0,0,0,0,88,88
"864","A2089",1996,"A2089_91",NA,0,91,2,35,15,16,4,1,2,0,0,0,0,88,88
"865","A2090",1996,"A2090_91",NA,0,91,2,35,15,16,4,1,2,0,0,0,0,88,2
"866","A212",1996,"A212_91",NA,0,91,2,34,12,12,1,1,1,0,0,0,0,88,31
"867","A2125",1996,"A2125_91",NA,0,91,2,34,6,6,4,1,3,0,0,0,0,88,88
"868","A2127",1996,"A2127_91",NA,0,91,2,30,6,6,4,1,2,0,0,0,0,88,88
"869","A2133",1996,"A2133_91",NA,0,91,2,38,9,9,4,1,4,0,0,0,0,88,88
"870","A2141",1996,"A2141_91",NA,0,91,2,26,9,9,1,1,2,0,0,0,0,88,88
"871","A2142",1996,"A2142_91",NA,0,91,2,23,9,9,1,1,1,0,0,0,0,88,88
"872","A2147",1996,"A2147_92",NA,0,92,2,23,14,16,4,1,0,0,0,0,0,88,88
"873","A2191",1996,"A2191_91",NA,0,91,2,31,9,9,1,1,0,0,0,0,0,38,38
"874","A2192",1996,"A2192_91",NA,0,91,2,32,12,12,1,1,2,0,0,0,0,88,88
"875","A2207",1996,"A2207_91",NA,0,91,2,40,9,9,1,1,4,0,0,0,0,88,88
"876","A2247",1996,"A2247_92",NA,0,92,2,33,9,9,1,1,2,0,0,0,0,88,88
"877","A2286",1996,"A2286_92",NA,0,92,2,30,12,12,4,1,2,0,0,0,0,88,88
"878","A2305",1996,"A2305_92",NA,0,92,2,25,12,12,4,1,0,0,0,0,0,88,88
"879","A2405",1996,"A2405_91",NA,0,91,2,29,6,6,1,1,2,3,9,99,99,88,88
"880","A2413",1996,"A2413_91",NA,0,91,2,36,12,12,1,1,2,0,0,0,0,88,88
"881","A2422",1996,"A2422_91",NA,0,91,2,23,6,6,4,1,99,0,0,0,0,88,88
"882","A264",1996,"A264_93",NA,0,93,2,31,12,12,1,1,2,0,0,0,0,88,0
"883","A28",1996,"A28_91",NA,0,91,2,41,12,12,4,1,4,0,0,0,0,88,91
"884","A280",1996,"A280_92",NA,0,92,2,23,9,9,5,1,1,0,0,0,0,88,88
"885","A290",1996,"A290_92",NA,0,92,2,21,12,12,1,1,1,0,0,0,0,88,88
"886","A330",1996,"A330_93",NA,0,93,2,28,12,12,1,1,1,0,0,0,0,88,88
"887","A339",1996,"A339_91",NA,0,91,2,26,12,12,1,1,0,0,0,0,0,88,2
"888","A356",1996,"A356_91",NA,0,91,2,28,12,12,4,1,2,0,0,0,0,88,88
"889","A366",1996,"A366_91",NA,0,91,2,22,12,12,4,1,1,0,0,0,0,88,88
"890","A407",1996,"A407_91",NA,0,91,2,40,12,12,4,1,2,0,0,0,0,88,88
"891","A422",1996,"A422_91",NA,0,91,2,28,15,16,1,1,0,0,0,0,0,88,88
"892","A424",1996,"A424_91",NA,0,91,2,28,15,16,1,1,0,0,0,0,0,88,88
"893","A44",1996,"A44_91",NA,0,91,2,30,16,16,4,1,2,0,0,0,0,88,2
"894","A461",1996,"A461_91",NA,0,91,2,28,12,12,1,1,2,0,0,0,0,88,88
"895","A473",1996,"A473_92",NA,0,92,2,34,6,6,1,1,2,0,0,0,0,88,88
"896","A51",1996,"A51_91",NA,0,91,2,25,16,16,1,1,0,0,0,0,0,88,88
"897","A515",1996,"A515_92",NA,0,92,2,24,12,12,4,1,1,0,0,0,0,88,88
"898","A539",1996,"A539_91",NA,0,91,2,28,12,12,4,1,1,0,0,0,0,88,88
"899","A566",1996,"A566_91",NA,0,91,2,34,12,12,1,1,2,0,0,0,0,88,88
"900","A578",1996,"A578_92",NA,0,92,2,30,9,9,4,1,1,0,0,0,0,88,88
"901","A60",1996,"A60_92",NA,0,92,2,30,14,16,1,1,1,0,0,0,0,88,88
"902","A656",1996,"A656_92",NA,0,92,2,25,9,9,1,1,0,0,0,0,0,88,88
"903","A671",1996,"A671_91",NA,0,91,2,27,9,9,1,1,2,3,4,3,2,88,88
"904","A672",1996,"A672_91",NA,0,91,2,23,9,9,1,1,1,0,0,0,0,88,88
"905","A675",1996,"A675_91",NA,0,91,2,35,9,9,4,1,4,0,0,0,0,88,0
"906","A714",1996,"A714_91",NA,0,91,2,36,16,16,1,1,2,0,0,0,0,88,88
"907","A740",1996,"A740_92",NA,0,92,2,35,9,9,1,1,2,0,0,0,0,88,96
"908","A742",1996,"A742_91",NA,0,91,2,32,12,12,1,1,2,0,0,0,0,88,38
"909","A747",1996,"A747_92",NA,0,92,2,28,9,9,4,1,2,0,0,0,0,88,88
"910","A766",1996,"A766_95",NA,0,95,2,23,9,9,1,1,0,0,0,0,0,88,38
"911","A775",1996,"A775_92",NA,0,92,2,38,6,6,1,1,2,0,0,0,0,88,96
"912","A827",1996,"A827_92",NA,0,92,2,32,12,12,1,1,2,0,0,0,0,88,88
"913","A832",1996,"A832_93",NA,0,93,2,28,9,9,4,1,2,0,0,0,0,88,93
"914","A839",1996,"A839_91",NA,0,91,2,34,9,9,1,1,3,0,0,0,0,88,88
"915","A841",1996,"A841_91",NA,0,91,2,35,9,9,4,1,3,0,0,0,0,88,31
"916","A86",1996,"A86_91",NA,0,91,2,28,12,12,1,1,0,0,0,0,0,88,88
"917","A87",1996,"A87_91",NA,0,91,2,28,12,12,1,1,0,0,0,0,0,88,88
"918","A889",1996,"A889_92",NA,0,92,2,25,12,12,1,1,1,0,0,0,0,88,88
"919","A893",1996,"A893_92",NA,0,92,2,25,9,9,4,1,2,0,0,0,0,88,33
"920","A896",1996,"A896_91",NA,0,91,2,24,12,12,4,1,2,0,0,0,0,88,2
"921","A909",1996,"A909_92",NA,0,92,2,25,12,12,4,1,1,0,0,0,0,88,88
"922","A935",1996,"A935_91",NA,0,91,2,31,12,12,1,1,3,0,0,0,0,88,88
"923","A985",1996,"A985_91",NA,0,91,2,36,12,12,1,1,2,0,0,0,0,88,31
"924","A995",1996,"A995_92",NA,0,92,2,28,14,16,1,5,2,0,0,0,0,88,2
"925","A999",1996,"A999_93",NA,0,93,2,19,12,12,4,1,1,0,0,0,0,88,88
"926","A1",1996,"A1_91",NA,0,91,2,38,9,9,4,1,0,0,0,0,0,88,88
"927","A1014",1996,"A1014_91",NA,0,91,2,25,12,12,1,1,2,0,0,0,0,88,88
"928","A1057",1996,"A1057_91",NA,0,91,2,32,14,16,1,1,2,0,0,0,0,88,88
"929","A1059",1996,"A1059_92",NA,0,92,2,24,12,12,4,1,2,0,0,0,0,88,88
"930","A1092",1996,"A1092_92",NA,0,92,2,26,6,6,4,1,2,0,0,0,0,88,88
"931","A1118",1996,"A1118_91",NA,0,91,2,29,14,16,1,1,2,3,4,5,4,88,88
"932","A1125",1996,"A1125_91",NA,0,91,2,25,12,12,1,1,1,3,4,3,2,88,88
"933","A1178",1996,"A1178_92",NA,0,92,2,30,9,9,4,1,2,3,4,3,2,88,88
"934","A1221",1996,"A1221_92",NA,0,92,2,23,12,12,4,1,1,0,0,0,0,88,88
"935","A1229",1996,"A1229_91",NA,0,91,2,37,6,6,1,1,2,0,0,0,0,88,88
"936","A1238",1996,"A1238_91",NA,0,91,2,30,12,12,1,1,2,0,0,0,0,88,88
"937","A1250",1996,"A1250_91",NA,0,91,2,31,9,9,4,1,4,0,0,0,0,88,36
"938","A1254",1996,"A1254_94",NA,0,94,2,31,12,12,1,1,0,0,0,0,0,74,74
"939","A1259",1996,"A1259_91",NA,0,91,2,28,9,9,4,1,3,0,0,0,0,88,0
"940","A1294",1996,"A1294_91",NA,0,91,2,31,9,9,4,1,3,0,0,0,0,88,88
"941","A1295",1996,"A1295_93",NA,0,93,2,27,12,12,1,1,2,0,0,0,0,88,88
"942","A1303",1996,"A1303_92",NA,0,92,2,22,12,12,4,1,1,0,0,0,0,88,88
"943","A1325",1996,"A1325_92",NA,0,92,2,20,12,12,4,1,0,0,0,0,0,88,88
"944","A1326",1996,"A1326_93",NA,0,93,2,24,9,9,1,1,0,0,0,0,0,88,88
"945","A1336",1996,"A1336_91",NA,0,91,2,25,12,12,4,1,1,0,0,0,0,88,88
"946","A1365",1996,"A1365_91",NA,0,91,2,34,6,6,1,1,3,0,0,0,0,88,88
"947","A1376",1996,"A1376_91",NA,0,91,2,32,16,16,1,1,1,0,0,0,0,88,88
"948","A1378",1996,"A1378_92",NA,0,92,2,28,12,12,4,1,2,0,0,0,0,88,88
"949","A1380",1996,"A1380_94",NA,0,94,2,25,12,12,4,1,1,0,0,0,0,88,88
"950","A1386",1996,"A1386_91",NA,0,91,2,36,12,12,4,1,3,0,0,0,0,88,88
"951","A1399",1996,"A1399_92",NA,0,92,2,32,12,12,4,1,3,0,0,0,0,88,88
"952","A1426",1996,"A1426_92",NA,0,92,2,33,9,9,4,1,2,0,0,0,0,88,88
"953","A1427",1996,"A1427_92",NA,0,92,2,33,9,9,4,1,2,0,0,0,0,88,88
"954","A1428",1996,"A1428_95",NA,0,95,2,25,9,9,4,1,3,0,0,0,0,88,88
"955","A143",1996,"A143_92",NA,0,92,2,28,12,12,4,1,1,0,0,0,0,88,88
"956","A1435",1996,"A1435_92",NA,0,92,2,28,12,12,4,1,1,0,0,0,0,88,88
"957","A1436",1996,"A1436_92",NA,0,92,2,26,9,9,4,1,1,0,0,0,0,88,88
"958","A1477",1996,"A1477_92",NA,0,92,2,28,12,12,4,1,1,0,0,0,0,88,32
"959","A149",1996,"A149_92",NA,0,92,2,27,12,12,1,1,1,0,0,0,0,88,88
"960","A1494",1996,"A1494_93",NA,0,93,2,29,12,12,1,1,0,0,0,0,0,88,31
"961","A1495",1996,"A1495_91",NA,0,91,2,19,11,12,2,2,1,0,0,0,0,2,2
"962","A1497",1996,"A1497_92",NA,0,92,2,27,12,12,4,1,1,0,0,0,0,88,88
"963","A152",1996,"A152_92",NA,0,92,2,25,12,12,4,1,1,0,0,0,0,88,88
"964","A1546",1996,"A1546_93",NA,0,93,2,23,12,12,4,1,1,0,0,0,0,88,88
"965","A1569",1996,"A1569_92",NA,0,92,2,34,12,12,4,1,3,0,0,0,0,88,88
"966","A1575",1996,"A1575_93",NA,0,93,2,35,12,12,4,1,1,0,0,0,0,88,31
"967","A1584",1996,"A1584_92",NA,0,92,2,28,12,12,1,1,0,0,0,0,0,88,88
"968","A1597",1996,"A1597_91",NA,0,91,2,29,16,16,1,1,0,0,0,0,0,88,88
"969","A1708",1996,"A1708_92",NA,0,92,2,37,12,12,1,1,0,0,0,0,0,88,92
"970","A1733",1996,"A1733_92",NA,0,92,2,28,9,9,1,1,0,3,4,3,3,88,88
"971","A1734",1996,"A1734_92",NA,0,92,2,28,9,9,1,1,1,3,4,3,3,88,88
"972","A1761",1996,"A1761_93",NA,0,93,2,24,12,12,1,1,1,3,4,3,2,88,88
"973","A1776",1996,"A1776_92",NA,0,92,2,37,9,9,1,1,3,0,0,0,0,88,38
"974","A1816",1996,"A1816_92",NA,0,92,2,37,9,9,4,1,3,0,0,0,0,0,92
"975","A1820",1996,"A1820_92",NA,0,92,2,28,9,9,4,1,1,0,0,0,0,88,88
"976","A1821",1996,"A1821_91",NA,0,91,2,32,9,9,4,1,1,0,0,0,0,88,33
"977","A1835",1996,"A1835_94",NA,0,94,2,26,9,9,4,1,3,0,0,0,0,88,88
"978","A1837",1996,"A1837_92",NA,0,92,2,37,12,12,4,5,3,0,0,0,0,88,88
"979","A184",1996,"A184_92",NA,0,92,2,34,14,16,1,1,2,0,0,0,0,88,88
"980","A1880",1996,"A1880_91",NA,0,91,2,29,15,16,1,1,1,0,0,0,0,88,88
"981","A1965",1996,"A1965_92",NA,0,92,2,28,9,9,1,1,1,0,0,0,0,88,88
"982","A207",1996,"A207_93",NA,0,93,2,30,12,12,1,1,1,0,0,0,0,88,31
"983","A2071",1996,"A2071_93",NA,0,93,2,31,6,6,1,1,2,3,3,3,2,88,88
"984","A2085",1996,"A2085_92",NA,0,92,2,31,9,9,4,1,1,0,0,0,0,88,31
"985","A2088",1996,"A2088_92",NA,0,92,2,27,12,12,4,1,0,0,0,0,0,88,31
"986","A2108",1996,"A2108_92",NA,0,92,2,24,12,12,4,1,1,0,0,0,0,88,0
"987","A212",1996,"A212_92",NA,0,92,2,26,12,12,1,1,1,0,0,0,0,88,31
"988","A2125",1996,"A2125_92",NA,0,92,2,27,6,6,1,1,2,0,0,0,0,88,88
"989","A2133",1996,"A2133_92",NA,0,92,2,30,9,9,4,1,2,0,0,0,0,88,88
"990","A2141",1996,"A2141_92",NA,0,92,2,26,9,9,1,1,1,0,0,0,0,88,88
"991","A2145",1996,"A2145_91",NA,0,91,2,31,14,16,1,1,1,0,0,0,0,88,88
"992","A2159",1996,"A2159_92",NA,0,92,2,32,12,12,4,1,2,0,0,0,0,88,88
"993","A2192",1996,"A2192_92",NA,0,92,2,31,12,12,1,1,2,0,0,0,0,88,88
"994","A2207",1996,"A2207_92",NA,0,92,2,38,9,9,1,1,3,0,0,0,0,88,88
"995","A2209",1996,"A2209_92",NA,0,92,1,36,6,6,1,1,3,0,0,0,0,88,38
"996","A2238",1996,"A2238_92",NA,0,92,2,29,15,16,1,1,1,0,0,0,0,88,88
"997","A2260",1996,"A2260_91",NA,0,91,2,23,12,12,4,1,1,0,0,0,0,88,88
"998","A2327",1996,"A2327_91",NA,0,91,2,27,12,12,4,1,2,0,0,0,0,88,88
"999","A2332",1996,"A2332_92",NA,0,92,2,39,12,12,1,1,2,3,4,3,3,88,88
"1000","A2344",1996,"A2344_92",NA,0,92,1,24,9,9,4,1,0,0,0,0,0,88,88
"1001","A2367",1996,"A2367_93",NA,0,93,2,21,9,9,4,1,1,0,0,0,0,88,88
"1002","A2370",1996,"A2370_92",NA,0,92,2,27,9,9,4,1,2,3,4,4,5,88,41
"1003","A2386",1996,"A2386_91",NA,0,91,2,30,9,9,4,1,2,3,4,4,4,88,88
"1004","A2411",1996,"A2411_92",NA,0,92,2,27,12,12,4,1,0,0,0,0,0,88,88
"1005","A2413",1996,"A2413_95",NA,0,95,2,30,12,12,4,1,1,0,0,0,0,88,88
"1006","A2454",1996,"A2454_92",NA,0,92,2,30,14,16,1,1,0,0,0,0,0,88,88
"1007","A257",1996,"A257_92",NA,0,92,2,23,12,12,4,1,1,0,0,0,0,88,2
"1008","A276",1996,"A276_91",NA,0,91,2,27,12,12,4,1,2,0,0,0,0,88,88
"1009","A283",1996,"A283_91",NA,0,91,2,41,9,9,4,1,3,0,0,0,0,88,96
"1010","A298",1996,"A298_92",NA,0,92,2,30,14,16,1,1,1,0,0,0,0,88,88
"1011","A365",1996,"A365_92",NA,0,92,2,27,12,12,4,1,1,0,0,0,0,88,88
